PO Number (if  first tier vendor) or ICA-DOU (if IBM entity or IBM Subsidiary)|Procurement Vendor ID (Mandatory for 1° Tier Vendor)|Supplier Name|Country|VAT Number|PO Number (if  first tier vendor) or ICA-DOU (if IBM entity or IBM Subsidiary)|Is the PO GDPR Relevant?|Is there further sub-contracting to second or third tier vendors? If so please provide the full names and full address of 2nd or 3rd tier vendors|Briefly describe the type of services/data processing activity performed by the Vendor|In what category is the Vendor s Service Description ? (using the categories in GSAR (Global Solution Architecture Repository))|PO Status|Start Date|End Date|Business Unit that provide the services through this vendor (free text )|Requester/Approver Name|Please identify the Customer(s) or Account(s) under the PO|NOTE|FP - T&M|Full Supplier Address
5005090655||CDI CORP|UNITED STATES||5005090655|Yes (?)|N/A|IT Risk & Compliance Management||Open|5/9/2009|3/17/2018|DISTRIBUTION|kevintho@us.ibm.com|AmerisourceBergen|1%|T&M|
5005090655||CDI CORP|UNITED STATES||5005090655|Yes (?)|N/A|IT Risk & Compliance Management||Open|5/9/2009|3/17/2018|FINANCIAL|montgodi@us.ibm.com|Broadridge Financial Services|3%|T&M|
5005090655||CDI CORP|UNITED STATES||5005090655|Yes (?)|N/A|IT Risk & Compliance Management||Open|5/9/2009|3/17/2018|COMMUNICATIONS|jimboden@us.ibm.com|ACS State Healthcare / CA-MMIS|0%|T&M|
5005090655||CDI CORP|UNITED STATES||5005090655|Yes (?)|N/A|IT Risk & Compliance Management||Open|5/9/2009|3/17/2018|INDUSTRIAL|gmcgiver@us.ibm.com|Chrysler LLC|8%|T&M|
5005090655||CDI CORP|UNITED STATES||5005090655|Yes (?)|N/A|IT Risk & Compliance Management||Open|5/9/2009|3/17/2018|ITS|Frank Wostmann/Schaumburg/IBM@IBMUS|CLEVELAND CLINIC|1%|T&M|
5005090655||CDI CORP|UNITED STATES||5005090655|Yes (?)|N/A|IT Risk & Compliance Management||Open|5/9/2009|3/17/2018|INDUSTRIAL|Tom Coffas/Raleigh/IBM|Dow Chemical|1%|T&M|
5005090655||CDI CORP|UNITED STATES||5005090655|Yes (?)|N/A|IT Risk & Compliance Management||Open|5/9/2009|3/17/2018|IGA|braunt@us.ibm.com|IGA-US|0%|T&M|
5005090655||CDI CORP|UNITED STATES||5005090655|Yes (?)|N/A|IT Risk & Compliance Management||Open|5/9/2009|3/17/2018|PUBLIC|lemond@us.ibm.com|AECOM|15%|T&M|
5005090655||CDI CORP|UNITED STATES||5005090655|Yes (?)|N/A|IT Risk & Compliance Management||Open|5/9/2009|3/17/2018|FINANCIAL|ldietz@us.ibm.com|State Street|1%|T&M|
5005090655||CDI CORP|UNITED STATES||5005090655|Yes (?)|N/A|IT Risk & Compliance Management||Open|5/9/2009|3/17/2018|DISTRIBUTION|staniec@us.ibm.com|Sysco|9%|T&M|
5005138326||CDI CORP|UNITED STATES||5005138326|Yes (?)|N/A|IT Risk & Compliance Management||Open|8/1/2009|1/31/2018|COMMUNICATIONS|jimboden@us.ibm.com|ACS State Healthcare / CA-MMIS|11%|T&M|
5005138326||CDI CORP|UNITED STATES||5005138326|Yes (?)|N/A|IT Risk & Compliance Management||Open|8/1/2009|1/31/2018|IGA|braunt@us.ibm.com|IGA-US|13%|T&M|
5005138326||CDI CORP|UNITED STATES||5005138326|Yes (?)|N/A|IT Risk & Compliance Management||Open|8/1/2009|1/31/2018|FINANCIAL|ldietz@us.ibm.com|State Street|2%|T&M|
5005138326||CDI CORP|UNITED STATES||5005138326|Yes (?)|N/A|IT Risk & Compliance Management||Open|8/1/2009|1/31/2018|DISTRIBUTION|staniec@us.ibm.com|Sysco|17%|T&M|
5005115745||CDI CORP|UNITED STATES||5005115745|Yes (?)|N/A|IT Risk & Compliance Management||Open|3/24/2012|10/2/2018|COMMUNICATIONS|jimboden@us.ibm.com|ACS State Healthcare / CA-MMIS|89%|T&M|
5005104769||CDI CORP|UNITED STATES||5005104769|Yes (?)|N/A|IT Risk & Compliance Management||Open|3/22/2014|3/18/2018|FINANCIAL|ldietz@us.ibm.com|State Street|1%|T&M|
5005090648||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005090648|Yes (?)|N/A|IT Risk & Compliance Management||Open|6/6/2015|3/15/2018|DISTRIBUTION|dmassoni@us.ibm.com|Avis Budget Car Rental|7%|T&M|
5005090648||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005090648|Yes (?)|N/A|IT Risk & Compliance Management||Open|6/6/2015|3/15/2018|ITS|Frank Wostmann/Schaumburg/IBM@IBMUS|CLEVELAND CLINIC|1%|T&M|
5005090648||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005090648|Yes (?)|N/A|IT Risk & Compliance Management||Open|6/6/2015|3/15/2018|DISTRIBUTION|petros@us.ibm.com|Intercontinental Hotel Group|4%|T&M|
5005090648||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005090648|Yes (?)|N/A|IT Risk & Compliance Management||Open|6/6/2015|3/15/2018|PUBLIC|debbolk@us.ibm.com|Kaiser Permanente|10%|T&M|
5005090648||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005090648|Yes (?)|N/A|IT Risk & Compliance Management||Open|6/6/2015|3/15/2018|ITS|elfstrom@us.ibm.com|Safeway|20%|T&M|
5005090648||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005090648|Yes (?)|N/A|IT Risk & Compliance Management||Open|6/6/2015|3/15/2018|ITS|drenna@us.ibm.com|Sony Corporation of America Inc|2%|T&M|
5005090648||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005090648|Yes (?)|N/A|IT Risk & Compliance Management||Open|6/6/2015|3/15/2018|DISTRIBUTION|guptaami@us.ibm.com|Staples|2%|T&M|
5005090648||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005090648|Yes (?)|N/A|IT Risk & Compliance Management||Open|6/6/2015|3/15/2018|ITS|guptaami@us.ibm.com|Staples|14%|T&M|
5005124621||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005124621|Yes (?)|N/A|IT Risk & Compliance Management||Open|9/26/2015|1/31/2018|INDUSTRIAL|upendra@us.ibm.com|Shell (Formerly BG)|14%|T&M|
5005124621||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005124621|Yes (?)|N/A|IT Risk & Compliance Management||Open|9/26/2015|1/31/2018|INDUSTRIAL|gmcgiver@us.ibm.com|Chrysler LLC|72%|T&M|
5005086702||CDI CORP|UNITED STATES||5005086702|Yes (?)|N/A|System Security Checking||Open|8/12/2017|8/13/2018|ITS|lemond@us.ibm.com|AECOM|100%|T&M|
5005055995||CDI CORP|UNITED STATES||5005055995|Yes (?)|N/A|Service Management Implementation Services||Open|8/15/2009|6/5/2018|INDUSTRIAL|griffjoe@us.ibm.com|BP ISD|100%|T&M|
5005053709||CDI CORP|UNITED STATES||5005053709|Yes (?)|N/A|Onsite Support||Open|8/15/2009|5/30/2018|INDUSTRIAL|griffjoe@us.ibm.com|BP ISD|100%|T&M|
5005056746||CDI CORP|UNITED STATES||5005056746|Yes (?)|N/A|Service Management Implementation Services||Open|8/15/2009|6/3/2018|INDUSTRIAL|griffjoe@us.ibm.com|BP ISD|100%|T&M|
5005052441||CDI CORP|UNITED STATES||5005052441|Yes (?)|N/A|Service Management Implementation Services||Open|8/15/2009|6/4/2018|INDUSTRIAL|griffjoe@us.ibm.com|BP ISD|100%|T&M|
5005055994||CDI CORP|UNITED STATES||5005055994|Yes (?)|N/A|Service Management Implementation Services||Open|12/26/2009|6/5/2018|INDUSTRIAL|griffjoe@us.ibm.com|BP ISD|100%|T&M|
5005052439||CDI CORP|UNITED STATES||5005052439|Yes (?)|N/A|Service Management Implementation Services||Open|12/26/2009|6/4/2018|INDUSTRIAL|griffjoe@us.ibm.com|BP ISD|87%|T&M|
5005055931||CDI CORP|UNITED STATES||5005055931|Yes (?)|N/A|Onsite Support||Open|8/15/2009|3/5/2018|INDUSTRIAL|Lisa Bartlett/UK/IBM|BP|13%|T&M|
5005055931||CDI CORP|UNITED STATES||5005055931|Yes (?)|N/A|Onsite Support||Open|8/15/2009|3/5/2018|INDUSTRIAL|griffjoe@us.ibm.com|BP ISD|100%|T&M|
5005055929||CDI CORP|UNITED STATES||5005055929|Yes (?)|N/A|Onsite Support||Open|8/15/2009|5/12/2018|INDUSTRIAL|griffjoe@us.ibm.com|BP ISD|100%|T&M|
5005053966||CDI CORP|UNITED STATES||5005053966|Yes (?)|N/A|Onsite Support||Open|8/15/2009|4/9/2018|INDUSTRIAL|griffjoe@us.ibm.com|BP ISD|100%|T&M|
5005055991||CDI CORP|UNITED STATES||5005055991|Yes (?)|N/A|Onsite Support||Open|8/15/2009|6/5/2018|INDUSTRIAL|griffjoe@us.ibm.com|BP ISD|100%|T&M|
5005122770||CDI CORP|UNITED STATES||5005122770|Yes (?)|N/A|Onsite Support||Open|8/15/2009|9/18/2018|INDUSTRIAL|griffjoe@us.ibm.com|BP ISD|100%|T&M|
5005055933||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005055933|Yes (?)|N/A|Onsite Support||Open|3/6/2010|6/4/2018|INDUSTRIAL|Lisa Bartlett/UK/IBM|BP|100%|T&M|
5005070369||TEKSYSTEMS INC|UNITED STATES||5005070369|Yes (?)|N/A|Onsite Support||Open|3/27/2010|6/30/2018|INDUSTRIAL|griffjoe@us.ibm.com|BP ISD|100%|T&M|
5005125222||TEKSYSTEMS INC|UNITED STATES||5005125222|Yes (?)|N/A|Onsite Support||Open|3/27/2010|10/20/2018|INDUSTRIAL|griffjoe@us.ibm.com|BP ISD|100%|T&M|
5005053900||CDI CORP|UNITED STATES||5005053900|Yes (?)|N/A|Onsite Support||Open|5/8/2010|6/4/2018|INDUSTRIAL|griffjoe@us.ibm.com|BP ISD|100%|T&M|
5005120471||TEKSYSTEMS INC|UNITED STATES||5005120471|Yes (?)|N/A|Onsite Support||Open|6/26/2010|8/26/2018|INDUSTRIAL|griffjoe@us.ibm.com|BP ISD|100%|T&M|
5005056749||TEKSYSTEMS INC|UNITED STATES||5005056749|Yes (?)|N/A|Onsite Support||Open|5/14/2011|5/11/2018|INDUSTRIAL|griffjoe@us.ibm.com|BP ISD|100%|T&M|
5005056750||CDI CORP|UNITED STATES||5005056750|Yes (?)|N/A|Onsite Support||Open|9/10/2011|5/12/2018|INDUSTRIAL|griffjoe@us.ibm.com|BP ISD|100%|T&M|
5005123601||TEKSYSTEMS INC|UNITED STATES||5005123601|Yes (?)|N/A|Onsite Support||Open|10/1/2011|10/29/2018|INDUSTRIAL|griffjoe@us.ibm.com|BP ISD|100%|T&M|
5005146828||CDI CORP|UNITED STATES||5005146828|Yes (?)|N/A|Onsite Support||Open|4/6/2013|4/30/2018|INDUSTRIAL|griffjoe@us.ibm.com|BP ISD|100%|T&M|
5005090160||TEKSYSTEMS INC|UNITED STATES||5005090160|Yes (?)|N/A|Onsite Support||Open|9/14/2013|9/30/2018|INDUSTRIAL|griffjoe@us.ibm.com|BP ISD|100%|T&M|
5005146823||TEKSYSTEMS INC|UNITED STATES||5005146823|Yes (?)|N/A|Onsite Support||Open|4/11/2015|5/6/2018|INDUSTRIAL|griffjoe@us.ibm.com|BP ISD|100%|T&M|
5005070366||TEKSYSTEMS INC|UNITED STATES||5005070366|Yes (?)|N/A|Onsite Support||Open|1/30/2016|6/30/2018|INDUSTRIAL|griffjoe@us.ibm.com|BP ISD|100%|T&M|
5005150037||TEKSYSTEMS INC|UNITED STATES||5005150037|Yes (?)|N/A|Onsite Support||Open|3/11/2017|4/14/2018|INDUSTRIAL|griffjoe@us.ibm.com|BP ISD|100%|T&M|
5005122769||EXPERIS US INC|UNITED STATES||5005122769|Yes (?)|N/A|Onsite Support||Open|3/18/2017|9/2/2018|INDUSTRIAL|griffjoe@us.ibm.com|BP ISD|100%|T&M|
5005084630||EXPERIS US INC|UNITED STATES||5005084630|Yes (?)|N/A|Onsite Support||Open|8/19/2017|8/21/2018|INDUSTRIAL|griffjoe@us.ibm.com|BP ISD|100%|T&M|
5005112168||COLLABERA|PHILIPPINES||5005112168|Yes (?)|N/A|Onsite Support||Open|9/23/2017|9/24/2018|INDUSTRIAL|griffjoe@us.ibm.com|BP ISD|100%|T&M|
5005128184||TEKSYSTEMS INC|UNITED STATES||5005128184|Yes (?)|N/A|Onsite Support||Open|12/2/2017|12/4/2018|INDUSTRIAL|griffjoe@us.ibm.com|BP ISD|100%|T&M|
5005070355||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005070355|Yes (?)|N/A|T&T Project Management||Open|4/1/2017|4/10/2018|COMMUNICATIONS|Frank Urbanski/Alpharetta/IBM@IBMUS|VERIZON SOURCING LLC|100%|T&M|
5005120880||CDI CORP|UNITED STATES||5005120880|Yes (?)|N/A|T&T Project Management||Open|11/4/2017|11/5/2018|PUBLIC|Frank Wostmann/Schaumburg/IBM@IBMUS|CLEVELAND CLINIC|0%|T&M|
5005123072||COLLABERA|PHILIPPINES||5005123072|Yes (?)|N/A|Infrastructure Services||Open|11/11/2017|11/12/2018|ITS|jimriley@us.ibm.com|MMM Healthcare|100%|T&M|
5005142600||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005142600|Yes (?)|N/A|Infrastructure Services||Open|9/17/2016|3/31/2018|COMMUNICATIONS|Global Account:  Gordon Crae|WPP GROUP USA INC|100%|T&M|
5005135588||CDI CORP|UNITED STATES||5005135588|Yes (?)|N/A|z/OS System Support||Open|12/30/2017|1/1/2019|IGA|braunt@us.ibm.com|IGA-US|100%|T&M|
5005146816||CDI CORP|UNITED STATES||5005146816|Yes (?)|N/A|Infrastructure Services-Availability Management||Open|1/28/2017|3/15/2018|COMMUNICATIONS|tboss@us.ibm.com|Wolters Kluwer|100%|T&M|
5005074072||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005074072|Yes (?)|N/A|System Operations||Open|3/29/2014|3/21/2018|PUBLIC|debbolk@us.ibm.com|Kaiser Permanente|1%|T&M|
5005071244||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005071244|Yes (?)|N/A|Mainframe Code Promotion & Softcopy||Open|5/9/2015|3/5/2018|COMMUNICATIONS|jimboden@us.ibm.com|ACS State Healthcare / CA-MMIS|3%|T&M|
5005071244||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005071244|Yes (?)|N/A|Mainframe Code Promotion & Softcopy||Open|5/9/2015|3/5/2018|Div DD Owned|tledford@us.ibm.com|Michelin Tire NA|100%|T&M|
5005115786||CDI CORP|UNITED STATES||5005115786|Yes (?)|N/A|Mainframe Product Support||Open|10/10/2015|10/16/2018|FINANCIAL|jschroad@us.ibm.com|American Express TRS|100%|T&M|
5005070483||CDI CORP|UNITED STATES||5005070483|Yes (?)|N/A|Mainframe Product Support||Open|3/11/2017|3/13/2018|FINANCIAL|jschroad@us.ibm.com|American Express TRS|100%|T&M|
5005139598||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005139598|Yes (?)|N/A|Infrastructure Services-Availability Management||Open|3/30/2013|12/31/2018|PUBLIC|foo@us.ibm.com|Astellas Pharma - Americas|100%|T&M|
5005088191||COMPUTER TASK GROUP INC|UNITED STATES||5005088191|Yes (?)|N/A|Distributed Product Support||Open|3/14/2015|3/15/2018|FINANCIAL|ldietz@us.ibm.com|State Street|27%|T&M|
5005101383||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005101383|Yes (?)|N/A|SMI.Custom Content Development||Open|9/16/2017|9/18/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|100%|T&M|
5005110134||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005110134|Yes (?)|N/A|Infrastructure Services||Open|9/30/2017|4/5/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|100%|T&M|
5005121898||COLLABERA|PHILIPPINES||5005121898|Yes (?)|N/A|Managed Network Services||Open|11/18/2017|11/19/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|0%|T&M|
5005121898||COLLABERA|PHILIPPINES||5005121898|Yes (?)|N/A|Managed Network Services||Open|11/18/2017|11/19/2018|Div 2 Owned|lemond@us.ibm.com|AECOM|100%|T&M|
5005121906||COLLABERA|PHILIPPINES||5005121906|Yes (?)|N/A|Managed Network Services||Open|11/4/2017|11/6/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|100%|T&M|
5005053050||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005053050|Yes (?)|N/A|Web Application Middleware-Mainframe||Open|7/25/2009|5/13/2018|IGA|braunt@us.ibm.com|IGA-US|87%|T&M|
5005073747||CDI CORP|UNITED STATES||5005073747|Yes (?)|N/A|Web Application Middleware-Mainframe||Open|8/14/2010|4/1/2018|IGA|braunt@us.ibm.com|IGA-US|14%|T&M|
5005119795||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005119795|Yes (?)|N/A|IMS||Open|5/30/2015|5/19/2018|INDUSTRIAL|jeffreyn@us.ibm.com|Allegheny Technologies Inc   (ATI)|57%|T&M|
5005119795||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005119795|Yes (?)|N/A|IMS||Open|5/30/2015|5/19/2018|DISTRIBUTION|dmassoni@us.ibm.com|Avis Budget Car Rental|14%|T&M|
5005119795||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005119795|Yes (?)|N/A|IMS||Open|5/30/2015|5/19/2018|IGA|braunt@us.ibm.com|IGA-US|14%|T&M|
5005119795||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005119795|Yes (?)|N/A|IMS||Open|5/30/2015|5/19/2018|DISTRIBUTION|deuell@us.ibm.com|Wyndham Worldwide|100%|T&M|
5005137101||CDI CORP|UNITED STATES||5005137101|Yes (?)|N/A|Customer-Specific Application Support-Dev&Test||Open|2/20/2016|2/24/2018|COMMUNICATIONS|Global Account:  Gordon Crae|WPP GROUP USA INC|40%|T&M|
5005119812||CDI CORP|UNITED STATES||5005119812|Yes (?)|N/A|Mainframe Storage Management||Open|1/23/2010|9/23/2018|INDUSTRIAL|Brian Lee/Chattanooga/IBM@IBMUS|Global Brass and Copper|17%|T&M|
5005074079||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005074079|Yes (?)|N/A|Mainframe Storage Management||Open|11/9/2013|3/15/2018|COMMUNICATIONS|jimboden@us.ibm.com|ACS State Healthcare / CA-MMIS|26%|T&M|
5005074079||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005074079|Yes (?)|N/A|Mainframe Storage Management||Open|11/9/2013|3/15/2018|PUBLIC|debbolk@us.ibm.com|Kaiser Permanente|50%|T&M|
5005117556||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005117556|Yes (?)|N/A|Mainframe Storage Management||Open|10/21/2017|10/23/2018|INDUSTRIAL|smcgover@us.ibm.com|Caterpillar|76%|T&M|
5005131994||CDI CORP|UNITED STATES||5005131994|Yes (?)|N/A|Mainframe Storage Management||Open|12/16/2017|12/17/2018|FINANCIAL|montgodi@us.ibm.com|Broadridge Financial Services|100%|T&M|
5005084823||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005084823|Yes (?)|N/A|Distributed Server Mgmt (Windows)-Project Services||Open|8/11/2007|5/14/2018|DISTRIBUTION|staniec@us.ibm.com|Sysco|100%|T&M|
5005055849||CDI CORP|UNITED STATES||5005055849|Yes (?)|N/A|Distributed Server Mgmt (Windows)-Project Services||Open|10/25/2008|5/13/2018|PUBLIC|debbolk@us.ibm.com|Kaiser Permanente|100%|T&M|
5004997746||CDI CORP|UNITED STATES||5004997746|Yes (?)|N/A|Windows||Open|8/15/2009|3/18/2018|PUBLIC|debbolk@us.ibm.com|Kaiser Permanente|100%|T&M|
5005073745||CDI CORP|UNITED STATES||5005073745|Yes (?)|N/A|Distributed Server Mgmt (Windows)-Project Services||Open|8/22/2009|4/11/2018|PUBLIC|debbolk@us.ibm.com|Kaiser Permanente|100%|T&M|
5005071800||CDI CORP|UNITED STATES||5005071800|Yes (?)|N/A|Distributed Server Mgmt (Windows)-Project Services||Open|12/5/2009|4/1/2018|PUBLIC|debbolk@us.ibm.com|Kaiser Permanente|100%|T&M|
5005104758||CDI CORP|UNITED STATES||5005104758|Yes (?)|N/A|IBM i-Technical Support||Open|7/17/2010|4/16/2018|FINANCIAL|rhmaher@us.ibm.com|The Hartford|100%|T&M|
5004767275||CDI CORP|UNITED STATES||5004767275|Yes (?)|N/A|Windows||Open|4/30/2011|5/19/2018|FINANCIAL|rhmaher@us.ibm.com|The Hartford|100%|T&M|
5004930262||CDI CORP|UNITED STATES||5004930262|Yes (?)|N/A|UNIX Operating Systems AIX||Open|6/9/2012|10/12/2018|PUBLIC|debbolk@us.ibm.com|Kaiser Permanente|100%|T&M|
5005125147||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005125147|Yes (?)|N/A|Distributed Server Mgmt (Windows)-Project Services||Open|6/16/2012|10/11/2018|PUBLIC|debbolk@us.ibm.com|Kaiser Permanente|100%|T&M|
5005089322||CDI CORP|UNITED STATES||5005089322|Yes (?)|N/A|Citrix||Open|10/13/2012|10/29/2018|PUBLIC|debbolk@us.ibm.com|Kaiser Permanente|100%|T&M|
5005070512||CDI CORP|UNITED STATES||5005070512|Yes (?)|N/A|Windows||Open|1/26/2013|1/28/2018|PUBLIC|debbolk@us.ibm.com|Kaiser Permanente|100%|T&M|
5005138974||CDI CORP|UNITED STATES||5005138974|Yes (?)|N/A|Citrix||Open|8/23/2014|1/31/2018|PUBLIC|debbolk@us.ibm.com|Kaiser Permanente|100%|T&M|
5005070413||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005070413|Yes (?)|N/A|Citrix||Open|4/11/2015|4/6/2018|PUBLIC|debbolk@us.ibm.com|Kaiser Permanente|100%|T&M|
5005092133||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005092133|Yes (?)|N/A|Citrix||Open|5/30/2015|6/2/2018|PUBLIC|debbolk@us.ibm.com|Kaiser Permanente|100%|T&M|
5005143591||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005143591|Yes (?)|N/A|Citrix||Open|8/22/2015|1/31/2018|PUBLIC|debbolk@us.ibm.com|Kaiser Permanente|100%|T&M|
5005066980||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005066980|Yes (?)|N/A|Citrix||Open|6/17/2017|4/17/2018|PUBLIC|Frank Wostmann/Schaumburg/IBM@IBMUS|CLEVELAND CLINIC|100%|T&M|
5005132200||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005132200|Yes (?)|N/A|Server Management Mainframe Services||Open|12/17/2016|12/17/2018|DISTRIBUTION|petros@us.ibm.com|Intercontinental Hotel Group|33%|T&M|
5005101382||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005101382|Yes (?)|N/A|SMI.Custom Content Development||Open|9/16/2017|9/18/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|79%|T&M|
5005079210||CDI CORP|UNITED STATES||5005079210|Yes (?)|N/A|IBM i-Technical Support||Open|11/19/2011|3/18/2018|FINANCIAL|montgodi@us.ibm.com|Broadridge Financial Services|12%|T&M|
5005079210||CDI CORP|UNITED STATES||5005079210|Yes (?)|N/A|IBM i-Technical Support||Open|11/19/2011|3/18/2018|IGA|braunt@us.ibm.com|IGA-US|3%|T&M|
5005079210||CDI CORP|UNITED STATES||5005079210|Yes (?)|N/A|IBM i-Technical Support||Open|11/19/2011|3/18/2018|DISTRIBUTION|staniec@us.ibm.com|Sysco|100%|T&M|
5005101492||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005101492|Yes (?)|N/A|IBM i-Technical Support||Open|8/26/2017|8/31/2018|DISTRIBUTION|staniec@us.ibm.com|Sysco|14%|T&M|
5005055989||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005055989|Yes (?)|N/A|T&T Project Management||Open|1/9/2016|5/24/2018|PUBLIC|Janice McLain/St Louis/IBM@IBMUS|Raytheon|80%|T&M|
5005136308||CDI CORP|UNITED STATES||5005136308|Yes (?)|N/A|Middleware & Database Big Data Analytics||Open|12/23/2006|1/31/2018|INDUSTRIAL|James Barina/Detroit/IBM|Fluor|100%|T&M|
5005051000||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005051000|Yes (?)|N/A|Middleware & Database Big Data Analytics||Open|12/15/2007|4/15/2018|INDUSTRIAL|eberger@us.ibm.com|United Launch Alliance (ULA)|4%|T&M|
5005077076||CDI CORP|UNITED STATES||5005077076|Yes (?)|N/A|Middleware & Database Big Data Analytics||Open|4/26/2008|4/8/2018|COMMUNICATIONS|jimboden@us.ibm.com|ACS State Healthcare / CA-MMIS|100%|T&M|
5005070435||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005070435|Yes (?)|N/A|Distributed Server Mgmt (Windows)-Project Services||Open|4/5/2014|4/1/2018|PUBLIC|debbolk@us.ibm.com|Kaiser Permanente|17%|T&M|
5005082846||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005082846|Yes (?)|N/A|DB2 LUW||Open|12/3/2016|12/4/2017|INDUSTRIAL|James Barina/Detroit/IBM|Fluor|34%|T&M|
5005082846||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005082846|Yes (?)|N/A|DB2 LUW||Open|12/3/2016|12/4/2017|IGA|braunt@us.ibm.com|IGA-US|17%|T&M|
5005082846||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005082846|Yes (?)|N/A|DB2 LUW||Open|12/3/2016|12/4/2017|PUBLIC|blklinke@us.ibm.com|State of California CWS|100%|T&M|
5005145974||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005145974|Yes (?)|N/A|Oracle||Open|1/7/2017|2/15/2018|INDUSTRIAL|eberger@us.ibm.com|United Launch Alliance (ULA)|21%|T&M|
5005070494||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005070494|Yes (?)|N/A|Oracle||Open|2/25/2017|2/28/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|82%|T&M|
5005118480||EXPERIS INC|UNITED STATES||5005118480|Yes (?)|N/A|Distributed Server Mgmt (Windows)-Project Services||Open|3/17/2007|9/16/2018|FINANCIAL|ldietz@us.ibm.com|State Street|100%|T&M|
5005123065||CDI CORP|UNITED STATES||5005123065|Yes (?)|N/A|Distributed Server Mgmt (Windows)-Project Services||Open|1/16/2010|5/1/2018|FINANCIAL|ldietz@us.ibm.com|State Street|100%|T&M|
5005070348||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005070348|Yes (?)|N/A|SMI.Performance & Capacity Management MR Storage||Open|8/16/2014|2/1/2018|CANADA|doughern@ca.ibm.com|National Bank of Canada  ( NBC- BANQUE NATIONALE DU CANADA  BNC)|40%|T&M|
5005138790||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005138790|Yes (?)|N/A|SMI.Performance & Capacity Management Midrange||Open|8/23/2014|1/31/2018|FINANCIAL|ldietz@us.ibm.com|State Street|100%|T&M|
5005138789||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005138789|Yes (?)|N/A|SMI.Performance & Capacity Management Midrange||Open|1/10/2015|1/31/2018|FINANCIAL|ldietz@us.ibm.com|State Street|100%|T&M|
5005070487||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005070487|Yes (?)|N/A|Distributed Server Mgmt (Windows)-Project Services||Open|3/14/2015|2/1/2018|FINANCIAL|ldietz@us.ibm.com|State Street|100%|T&M|
5005074136||INFINITE COMPUTER SOLUTIONS INC|UNITED STATES||5005074136|Yes (?)|N/A|DB2 z/OS||Open|4/18/2015|4/1/2018|PUBLIC|Janice McLain/St Louis/IBM@IBMUS|Raytheon|96%|T&M|
